,project,projectSlug,date,description,discord,twitter,title,category,address,token,type,slug
717,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Fase Yoda,collectible,0x007223708b82f8e94307c1b004f8c1bd9d26b232,FASEYODA,ERC721,budweiser-royalty-x-fase-yoda
718,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Fresco Trey,collectible,0x238773bfd2a8d4c3dfc720560001117770346c04,FRESCOTREY,ERC721,budweiser-royalty-x-fresco-trey
719,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Ilham,collectible,0xd24b01831a7dd1a9f1bc44f5ff77bebbecb967e5,ILHAM,ERC721,budweiser-royalty-x-ilham
720,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Immasoul,collectible,0x980c7de5ea3b2d1f4f35c15f3e50bd1eca947e82,IMMASOUL,ERC721,budweiser-royalty-x-immasoul
721,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Kablito,collectible,0xbdfbdcafa95fa728f70a526ead5f1b8ca9d34fe0,KABLITO,ERC721,budweiser-royalty-x-kablito
722,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Leo Conoza,collectible,0x5c0f07c5ef216957e368896940e2bece45cd7dcd,LEOCONOZA,ERC721,budweiser-royalty-x-leo-conoza
723,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Lian Faz,collectible,0x69375bf06329039ae4b8a088b28d08647736298c,LIANFAZ,ERC721,budweiser-royalty-x-lian-faz
724,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Lil Benjas,collectible,0xf697a0867fb7e687c169642a3db65b3d536ff763,LILBENJAS,ERC721,budweiser-royalty-x-lil-benjas
725,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Lil Keed,collectible,0x2b3ff036f5ab8eb9604e914d8264be39e6548c3d,LILKEED,ERC721,budweiser-royalty-x-lil-keed
726,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Lil Polo Tee,collectible,0x7d793a4212f0b263bf8572b5e084dbbed2e0c813,LILPOLOTEE,ERC721,budweiser-royalty-x-lil-polo-tee
727,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X LULU,collectible,0xc73022b79ef9676ca1af29b9fbdca82896eb008d,LULU,ERC721,budweiser-royalty-x-lulu
728,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Millie Go Lightly,collectible,0x42ab4eb0bbd9e4cdf71bccdfab16830705e7dd37,MILLIEGOLIGHTLY,ERC721,budweiser-royalty-x-millie-go-lightly
729,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Nardean,collectible,0x4c4663bc3b65875501b52b1e1b08f80506278042,NARDEAN,ERC721,budweiser-royalty-x-nardean
730,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X paopao,collectible,0xb8467f27c8f7531ca5e9109c0e181cc27749a63d,PAOPAO,ERC721,budweiser-royalty-x-paopao
731,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Samantha Sanchez,collectible,0xa63c08e4734b86dc3948a2db61eadc87f58cd419,SAMANTHASANCHEZ,ERC721,budweiser-royalty-x-samantha-sanchez
732,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Satomaa,collectible,0x22d4f73b77dd241e10ea1a9bd3584c3332e0b0a5,SATOMAA,ERC721,budweiser-royalty-x-satomaa
733,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X Sprtyk,collectible,0x34cb0e441802366528f69f636099ed544820a243,SPRTYK,ERC721,budweiser-royalty-x-sprtyk
734,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budweiser Royalty X T:ME,collectible,0x0cf9f4f69b8246f16c1c001ee0bf1765dacfcb3f,TME,ERC721,budweiser-royalty-x-t:me
735,Budweiser,budweiser,2022-01-14T18:44:24,"<p>Budweiser has entered the metaverse. With Budweiser&#8217;s rich heritage and undisputed reach, there&#8217;s much to look forward to as <em>The King</em> plunges into the new frontier.</p>
<p>Budweiser&#8217;s first NFT collection—Budverse Cans Heritage Edition—will act as an entry key to the Budverse, unlocking exclusive benefits, rewards, and surprises for all 21+ (or legal drinking age) NFT holders.</p>
",https://discord.gg/Budweiser,https://twitter.com/budweiserusa,Budverse Legends: Dwyane Wade x Budweiser Zero Edition,collectible,0x39f90eadd3c036ec8485052e838dc519b1cc1ea9,DWADE,ERC721,budverse-legends:-dwyane-wade-x-budweiser-zero-edition
736,Rubber Duck Bath Party,rubberduckbathparty,2022-03-15T18:30:02,"<p>Rubber Duck Bath Party is a collection of 10,000 party-loving, dynamic NFTs hand-drawn by Gal Shir. The art of this collection features a colorful, cheeky, and playful style.</p>
<p>Rubber ducks can change their traits over time by attending bath parties!</p>
",https://discord.gg/rdbp,https://twitter.com/RubberDuckBP,Rubber Duck Bath Party,collectible,0x7a4d1b54dd21dde804c18b7a830b5bc6e586a7f6,RDBP,ERC721,rubber-duck-bath-party
737,Lucky Zeros,luckyzeros,2022-05-19T19:35:25,"<p>Lucky Zeros is a collection of 3,333 cute animals with unique traits, characteristics, and dispositions.</p>
<p>The Lucky Zeros project is the inaugural featured collection from Purebase Studios, launched by Purebase resident artist, Lucky.</p>
",https://discord.gg/luckyzeros,https://twitter.com/luckyzeros,Lucky Zeros,collectible,0xb6fb14caa60a6b576860959f12aa2d3a8089caa9,LUCKYZEROS,ERC721,lucky-zeros
738,Dormant Dragons,dormantdragons,2021-11-29T16:36:25,"<p>Dormant Dragons is a collection of 5,000 pixel-themed dragon NFTs on the Ethereum blockchain ruling the skies of the metaverse. The collection features 6 custom-made legendary dragons. Enter the Dragon Lair deep within Dragon Valley.</p>
",,https://twitter.com/DormantDragons,Dormant Dragons,collectible,0xdb3b2e1f699caf230ee75bfbe7d97d70f81bc945,DD,ERC721,dormant-dragons
739,Castaways,castaways,2022-10-27T16:56:14,"<p>Castaways is a social island survival sandbox game developed by Branch. Players are rejected from society, castaway to a small remote island where they must work with others to survive. Trade valuable goods with other castaways, travel the seas to other islands, and build a thriving village together.</p>
<p>DigiDaigaku Genesis Adventure Keys will unlock the ability to use Genesis DigiDaigaku NFTs as a playable characters in Castaways!</p>
",https://discord.gg/castaways,https://twitter.com/castaways_gg,Castaways - The Raft,item,0x6af88a2b51d37dd80b59cda3aaac55ee34c6ea07,RAFT,ERC721,castaways---the-raft
740,Castaways,castaways,2022-10-27T16:56:14,"<p>Castaways is a social island survival sandbox game developed by Branch. Players are rejected from society, castaway to a small remote island where they must work with others to survive. Trade valuable goods with other castaways, travel the seas to other islands, and build a thriving village together.</p>
<p>DigiDaigaku Genesis Adventure Keys will unlock the ability to use Genesis DigiDaigaku NFTs as a playable characters in Castaways!</p>
",https://discord.gg/castaways,https://twitter.com/castaways_gg,Castaways - The Islands,land,0x51946231074a627487ee3173a9a35b8aaee5a80a,ISLANDG1,ERC721,castaways---the-islands
741,Castaways,castaways,2022-10-27T16:56:14,"<p>Castaways is a social island survival sandbox game developed by Branch. Players are rejected from society, castaway to a small remote island where they must work with others to survive. Trade valuable goods with other castaways, travel the seas to other islands, and build a thriving village together.</p>
<p>DigiDaigaku Genesis Adventure Keys will unlock the ability to use Genesis DigiDaigaku NFTs as a playable characters in Castaways!</p>
",https://discord.gg/castaways,https://twitter.com/castaways_gg,DigiDaigaku Genesis Adventure Key Castaways,access,0x266f5e58bc4d24e0b7df7fbd457675842bb6fca9,DIDAAKCAST,ERC721,digidaigaku-genesis-adventure-key-castaways
742,Castaways,castaways,2022-10-27T16:56:14,"<p>Castaways is a social island survival sandbox game developed by Branch. Players are rejected from society, castaway to a small remote island where they must work with others to survive. Trade valuable goods with other castaways, travel the seas to other islands, and build a thriving village together.</p>
<p>DigiDaigaku Genesis Adventure Keys will unlock the ability to use Genesis DigiDaigaku NFTs as a playable characters in Castaways!</p>
",https://discord.gg/castaways,https://twitter.com/castaways_gg,Treasure Chest,access,0x94693c9e342f759272d6f7b481703df8e83b1818,TC,ERC721,treasure-chest
743,Crazy Lizard Army,crazylizardarmy,2021-08-20T20:01:19,"<p>The Crazy Lizard Army is made up of 10000 unique lizards. Become soldier in our army when you hold a lizard. In our army, there are all sorts of Lizards, some are good, some are evil, and some are CRAZY! Who knows which you will meet?<br data-v-2ef513e9="""" />Did you know you can get a Dragon by evolving 3 of your Lizards? Can&#8217;t wait to see the kinds of Dragons that are created!</p>
",https://discord.gg/ePa5gd7yPj,https://twitter.com/CrazyLizardArmy,Crazy Lizard Army,collectible,0x86f6bf16f495afc065da4095ac12ccd5e83a8c85,LIZARD,ERC721,crazy-lizard-army
744,CyberGorillas,cybergorillas,2022-01-24T20:43:08,"<p>CyberGorillas is a series of pixel-themed gorilla NFTs, featuring genesis CyberGorillas, Baby CyberGorillas, and CyberKings.</p>
<p>Forged amongst an industrial smog and dumped into a dystopian jungle on the Ethereum blockchain, CyberGorillas features aggressive deflationary mechanics, sustainably balanced tokenomics, and a diverse, rewarding ecosystem across the CyberGorillas universe.</p>
",,https://twitter.com/Cyber_Gorillas,CyberGorillas,collectible,0x1e1b4e127a510cafa6d0eaec024a4319a5e18821,CYBERGORILLAS,ERC721,cybergorillas
745,CyberGorillas,cybergorillas,2022-01-24T20:43:08,"<p>CyberGorillas is a series of pixel-themed gorilla NFTs, featuring genesis CyberGorillas, Baby CyberGorillas, and CyberKings.</p>
<p>Forged amongst an industrial smog and dumped into a dystopian jungle on the Ethereum blockchain, CyberGorillas features aggressive deflationary mechanics, sustainably balanced tokenomics, and a diverse, rewarding ecosystem across the CyberGorillas universe.</p>
",,https://twitter.com/Cyber_Gorillas,CyberKings,collectible,0x79cd7fbf5be7760a73e8d6bf7589f061a12e4a1c,CGK,ERC721,cyberkings
746,CyberGorillas,cybergorillas,2022-01-24T20:43:08,"<p>CyberGorillas is a series of pixel-themed gorilla NFTs, featuring genesis CyberGorillas, Baby CyberGorillas, and CyberKings.</p>
<p>Forged amongst an industrial smog and dumped into a dystopian jungle on the Ethereum blockchain, CyberGorillas features aggressive deflationary mechanics, sustainably balanced tokenomics, and a diverse, rewarding ecosystem across the CyberGorillas universe.</p>
",,https://twitter.com/Cyber_Gorillas,Baby CyberGorillas,collectible,0x7128dd3b4f1c7d3e3beca87b8a3de9396d0d7ef8,BABYCYBERGORILLAS,ERC721,baby-cybergorillas
747,NeckVille,neckville,2022-01-12T23:05:08,"<p>NeckVille is home to 5,555 different inhabitants known as NeckVillians who go about their lives working, playing, and exploring. NeckVillians are made up of everyday workers, professionals, protectors of NeckVille, misfits, leaders, and more.</p>
",https://discord.gg/neckville,https://twitter.com/Neckville,NeckVille,collectible,0xffd287647f3f5ac7e5d613911b75023311712f93,NV,ERC721,neckville
748,"1,989 Sisters",1989sisters,2022-02-03T17:29:55,"<p>1,989 Sisters is the first NFT collection by artist and fashion illustrator, Blair Breitenstein. Throughout the collection, Blair highlights her 10 favorite iconic fashion prints, each featured on a shirt, pair of sunglasses, or piece of headwear. Each iconic print is rare and will only show up in a total of six Sisters.</p>
<p>1,989 Sisters got its name from the year 1989, when both Blair and her twin sister were born. This collection is meant to celebrate sisterhood—not just familial sisters, but the magic that happens when expressive, diverse women form a community.</p>
",https://discord.gg/sisters,https://twitter.com/1989Sisters,"1,989 Sisters",collectible,0x657fabdb226abc59227e02e94089afbc67a597fe,1989-SISTERS,ERC721,"1,989-sisters"
749,J48BAFORMS,j48baforms,2021-07-06T12:31:10,"<div class=""overlap-group-0xy0vn"">
<div class=""rectangle-1-y1HRxC""></div>
</div>
<div class=""flex-row-0xy0vn"">
<div class=""flex-col-GyJUNH"">
<div class=""j48-baforms-pro-d-cared-for-art-3xHcwy spacemono-normal-black-12px"">J48BAFORMS (Pronounced Jabbaforms) is a multifaceted artistic experiment minted on a boutique bonding curve. A series of 4848 Works of art are available at random. An exciting array of different rarities are present, from original hand-drawings to animated works with accompanying musical scores. J48BAFORMS started with 1000 hand drawn “LEGACYFORMS” produced by the artist, which serves as the foundation for the series.</div>
</div>
</div>
",https://discord.gg/y4ZKkz9CV2,https://twitter.com/j48baforms,JABBA,art,0xc78337ccbb2d08492ec152e501491d3a76cd5172,JABBA,ERC721,jabba
750,Pixls,pixls,2021-07-14T09:48:42,"<p>A completely digital town, inhabited by people, animals and other oddities that love nothing more than to bounce in place forever. Started out of a love for pixelart, Pixls are NFTs carefully crafted in the nostalgic style of the video games of the past.</p>
",https://discord.com/invite/b2xhzzBhGz,https://twitter.com/PixlsOfficial,Pixls,collectible,0x082903f4e94c5e10a2b116a4284940a36afaed63,PIXL,ERC721,pixls
751,Colorglyphs,colorglyphs,2021-07-15T13:48:49,"<p>Colorglyphs are an independently developed extension of Larva Labs&#8217; peerless Autoglyphs project.</p>
<p>Each Colorglyph is a colorful version of an Autoglyph. Colorglyphs turn the black elements in an Autoglyph colorful, using hex colors drawn from the address of the Colorglyph&#8217;s creator.</p>
",,,Colorglyphs,art,0x60f3680350f65beb2752788cb48abfce84a4759e,☲,ERC721,colorglyphs
752,Space Riders,spaceriders,2022-05-04T23:22:18,"<p>Space Riders is a collection of 8,888 astral-like space explorers that take on a simple, unique look. They are colorful, distinctive, and carry many traits that we all know and love.</p>
<p>Space Riders are a reflection of all of us riding through this delicate, perplexing Web3 space.</p>
",http://discord.gg/ride-with-us,https://twitter.com/SpaceRiders_NFT,Space Riders,collectible,0xc9d198089d6c31d0ca5cc5b92c97a57a97bbfde2,SPR,ERC721,space-riders
753,Gunslingers,gunslingers,2022-01-11T23:30:07,"<p>These here Gunslingers are a gang of 7,777 hootin&#8217; and hollerin&#8217; little cowboys surviving out in the small town of Slingfield in the Wild West.</p>
<p>Gunslingers are programmatically generated from over 400 hand-drawn traits, each with their own unique outfit, hat, accessories, weapons, and more.</p>
",https://discord.gg/gunslingers,https://twitter.com/GunslingersNFT,Gunslingers,collectible,0x7350271594848ab8c0371ef4afeef199c69c3e05,GUNSLINGERS,ERC721,gunslingers
754,CryptoSimeji,cryptosimeji,2022-10-20T14:36:18,"<p>CryptoSimeji is a Kaomoji-powered and community-driven NFT collection created by Simeji, a Japanese keyboard app that is leading the change of trends in Japan among Gen-Z users.</p>
<p>The artwork for this collection features 10,000 pixel-style mushroom PFPs with cute outfits and expressions.</p>
",https://discord.gg/cryptosimeji,https://twitter.com/Cryptosimeji,CryptoSimeji,collectible,0xcca8050215e585e2a223c6ea9d1d1f9b30beaf3e,CRYPTOSIMEJI,ERC721,cryptosimeji
755,MegaCube,megacube,2021-02-18T22:05:15,"<p>A lasting collaborative experience between metaverse citizens. Users mine each block click by click, one layer at a time, until the core is reached and a reward becomes available to the next player to click. Playable in <a href=""https://nonfungible.com/market/history/decentraland"">Decentraland</a>, MegaCube is an interactive and collaborative experience!</p>
",,http://www.twitter.com/polygonalmind,MegaCube,ugc,,CC,ERC721,megacube
756,YOLO Holiday,yoloholiday,2022-07-14T16:29:30,"<p>YOLO Holiday is a large-scale series of art projects initiated by the International Artists Fund and jointly initiated by 10 international female artists to promote the creation and display of female artists and to care for women.</p>
<p>The genesis drop features a collection of 10,000 unique and diverse women, and includes 10 unique artworks by the 10 female artists who commissioned the project.</p>
",https://discord.gg/yoloholiday,https://twitter.com/yoloholidaynft,YOLO Holiday,collectible,0xb5643598496b159263c67bd0d25728713f5aad04,YOLO,ERC721,yolo-holiday
757,YOLO Holiday,yoloholiday,2022-07-14T16:29:30,"<p>YOLO Holiday is a large-scale series of art projects initiated by the International Artists Fund and jointly initiated by 10 international female artists to promote the creation and display of female artists and to care for women.</p>
<p>The genesis drop features a collection of 10,000 unique and diverse women, and includes 10 unique artworks by the 10 female artists who commissioned the project.</p>
",https://discord.gg/yoloholiday,https://twitter.com/yoloholidaynft,YOLO Fantasy,collectible,0xeb4e856f69158052ac0aaf7dc26f63dcb1ee067f,YF,ERC721,yolo-fantasy
758,YOLO Holiday,yoloholiday,2022-07-14T16:29:30,"<p>YOLO Holiday is a large-scale series of art projects initiated by the International Artists Fund and jointly initiated by 10 international female artists to promote the creation and display of female artists and to care for women.</p>
<p>The genesis drop features a collection of 10,000 unique and diverse women, and includes 10 unique artworks by the 10 female artists who commissioned the project.</p>
",https://discord.gg/yoloholiday,https://twitter.com/yoloholidaynft,FUJI YOLO,collectible,0xa7f9e2b72fb88f20f5e31001f7575482f01c258a,FUJI,ERC721,fuji-yolo
759,YOLO Holiday,yoloholiday,2022-07-14T16:29:30,"<p>YOLO Holiday is a large-scale series of art projects initiated by the International Artists Fund and jointly initiated by 10 international female artists to promote the creation and display of female artists and to care for women.</p>
<p>The genesis drop features a collection of 10,000 unique and diverse women, and includes 10 unique artworks by the 10 female artists who commissioned the project.</p>
",https://discord.gg/yoloholiday,https://twitter.com/yoloholidaynft,YOLO - Wonder Life,collectible,0x5e0fd8cc81ec1d2ab42fdcf56f99af1d5c905f9a,WL,ERC721,yolo---wonder-life
760,Great Ape Society,greatapesociety,2021-08-30T18:37:32,"<p>The Great Ape Society started in 1968, as a result of experiments by United ApeWarSpec. As time passed, the Apes began to recognize the harm humans were causing them. In an epic movement, Chief Ape led the Apes to freedom. United, The Society grew and thrived and continues to operate around the world.</p>
<p>Apes can have a variety of traits, including 45+ types of clothes, 25+ types of hair styles, hats, face, and more.</p>
<p>Now accompanied by the Great Genesis Gorillas.</p>
",https://discord.gg/MzJsD9FCFG,https://twitter.com/greatapesocial,Great Ape Society,collectible,0xa0f38233688bb578c0a88102a95b846c18bc0ba7,GAS,ERC721,great-ape-society
761,Great Ape Society,greatapesociety,2021-08-30T18:37:32,"<p>The Great Ape Society started in 1968, as a result of experiments by United ApeWarSpec. As time passed, the Apes began to recognize the harm humans were causing them. In an epic movement, Chief Ape led the Apes to freedom. United, The Society grew and thrived and continues to operate around the world.</p>
<p>Apes can have a variety of traits, including 45+ types of clothes, 25+ types of hair styles, hats, face, and more.</p>
<p>Now accompanied by the Great Genesis Gorillas.</p>
",https://discord.gg/MzJsD9FCFG,https://twitter.com/greatapesocial,Great Genesis Gorillas,collectible,0x16780860c1c0a69c9704ad2ac828a92654d7009f,GGG,ERC721,great-genesis-gorillas
762,Clay Friends,clayfriends,2022-03-14T16:46:00,"<p><span class=""type-string"">Clay Friends is a 5,000 piece generative collection by Trent Shy that is made from real clay.</span></p>
<p><span class=""type-string"">Blending meticulously hand-crafted works of art with a one-of-a-kind community experience, Clay Friends represents the unity of Web3 and world-class artistry.</span></p>
",https://discord.gg/clayfriendsnft,https://twitter.com/ClayFriendsNFT,Clay Friends,collectible,0xfde881c7b76ad10b59a82247e1cd3cbad0d739f3,CLAY,ERC721,clay-friends
763,Ape Invaders,apeinvaders,2022-01-19T22:18:20,"<p>Ape Invaders is a collection of apes and droids on a mission to invade every planet in the metaverse.</p>
<p>If a dog is a man&#8217;s best friend, then consider droids as an ape&#8217;s best friend. Genesis Ape Invaders can be combined with Droid Invaders to create the ultimate ape/droid hybrid, known as an Exovader.</p>
",https://discord.gg/ApeInvaders,https://twitter.com/TheApeInvaders,Ape Invaders,collectible,0x3ed7dfaca773b90da1bc3fa8b04656c917d33afb,AI,ERC721,ape-invaders
764,Ape Invaders,apeinvaders,2022-01-19T22:18:20,"<p>Ape Invaders is a collection of apes and droids on a mission to invade every planet in the metaverse.</p>
<p>If a dog is a man&#8217;s best friend, then consider droids as an ape&#8217;s best friend. Genesis Ape Invaders can be combined with Droid Invaders to create the ultimate ape/droid hybrid, known as an Exovader.</p>
",https://discord.gg/ApeInvaders,https://twitter.com/TheApeInvaders,Droid Invaders,collectible,0xa9c454abac6fd0d177af04c92bfd0445c2a99eed,DI,ERC721,droid-invaders
765,Tigerbob,tigerbob,2022-06-02T00:09:15,"<p>Tigerbob is a collection of 1,000 pixel tiger heads by Gossamer Rozen, featuring 13 signature themes, or color palettes, which dictate the mood and character of each Tigerbob.</p>
<p>The Tigerbob collection marks the official genesis NFT drop from the Tigerbob brand. The brand&#8217;s signature tiger, known as Tigerbob, is one of Gossamer&#8217;s first tattoo designs, and has been iterated as tattoos, illustrations, and sculptures since its inception in 2019.</p>
",https://discord.gg/tigerbob,https://twitter.com/tigerbobNFT,Tigerbob,collectible,0xd497a414bb00803e846b53d07fcb742831b24906,TGRBOB,ERC721,tigerbob
